_link,id,tag,date,ocid,initiationType,award_date,buyer_id,buyer_name,tender_id,tender_datePublished,tender_title,tender_procurementMethod,tender_process,tender_mainProcurementCategory,tender_numberOfTenderers,tender_externalReference,tender_allowPreferentialBidder,tender_description,tender_contractType,tender_allowTwoStageBid,tender_value_amount,tender_bidOpening_address_streetAddress,tender_evaluation_generalTechnicalEvaluationAllowed,tender_evaluation_itemWiseTechnicalEvaluationAllowed,tender_awardPeriod_startDate,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_tenderPeriod_durationInDays,tender_contractPeriod_durationInDays,tender_procuringEntity_id,tender_procuringEntity_name,tender_ documentAvailabilityPeriod_endDate,tender_ documentAvailabilityPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,tender_classification_id,tender_classification_scheme,tender_classification_description,tender_value_currency
0.130,ocds-kjhdrl-2018_HPIPH_19394_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_19394_1,tender,2018-12-06T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP",2018_HPIPH_19394_1,2018-01-30T18:00:00Z,Operation and Maintenance of LWSS Saradhar Hanstari Teer in G P Tikkar Tehsil Rohru Distt. Shimla HP,limited,Tender,works,2,IPH-RD-AB-Tender/18-10307-26,No,"SH Operation and Maintenance of Pumping machinery i/e watch and ward of pumping machinery with its allied accessories, pump house also repair and maintenance of R/main and districution net work of the scheme for stage 1st and 2nd for three year",itemRate,No,2339015,IPH Division Rohru,No,No,2018-02-20T11:30:00Z,2018-02-20T10:00:00Z,2018-01-30T18:00:00Z,120,1095,HPIPH_2000,Executive Engineer,2018-02-20T10:00:00Z,2018-01-30T18:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.131,ocds-kjhdrl-2018_HPIPH_19326_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_19326_1,tender,2018-11-26T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2018_HPIPH_19326_1,2018-01-24T10:00:00Z,"Improvement of T/Well Upper Arniala, Kuthar Khurd, Sunehra and Arniala Lower in tehsil Una Distt. Una (HP) Under NABARD RIDF-XXIII",limited,Tender,works,5,No. IDU-I/TA/E-tender/17-42516-65 dt 23-1-18,No,SH Drilling lowering and development of 1 No 150 mtrs deep Tubewell for TWell at Arniala Lower,itemRate,No,1265185,Una HP,No,No,2018-02-16T11:00:00Z,2018-02-15T17:00:00Z,2018-01-24T10:00:00Z,120,90,HPIPH_2000,Executive Engineer IPH Divn No.1 Una HP,2018-02-15T17:00:00Z,2018-01-24T10:00:00Z,2018-02-15T17:00:00Z,2018-01-24T10:00:00Z,6.4,SDGTarget,"By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity",
0.132,ocds-kjhdrl-2018_HPIPH_19690_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_19690_1,tender,2018-11-21T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP",2018_HPIPH_19690_1,2018-02-23T18:00:00Z,Consultancy services for providing sewerage schem to MC area of Ner Chowk Tehsil Balh Distt Mandi,limited,Tender,works,5,18941-91 Dated 23/02/2018,No,As per BOQ,itemRate,No,1832117,Baggi,No,No,2018-04-03T11:30:00Z,2018-04-02T17:00:00Z,2018-02-24T10:00:00Z,120,180,HPIPH_2000,Executive Engineer,2018-04-02T17:00:00Z,2018-02-24T09:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.133,ocds-kjhdrl-2018_HPIPH_20049_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_20049_1,tender,2018-11-22T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Solan,Irrigation and Public Health,HP",2018_HPIPH_20049_1,2018-03-22T17:00:00Z,O and M Maan Betnu,limited,Tender,works,3,O and M 11311-71 b,No,on contract for 3 years,itemRate,No,1636335,IPH Division Arki,No,No,2018-04-09T11:30:00Z,2018-04-09T11:30:00Z,2018-03-22T17:00:00Z,120,1095,HPIPH_2000,Executive Engineer,2018-04-09T11:30:00Z,2018-03-22T17:00:00Z,2018-04-02T16:00:00Z,2018-03-22T17:00:00Z,6.4,SDGTarget,"By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity",
0.134,ocds-kjhdrl-2018_HPIPH_20749_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_20749_1,tender,2019-06-21T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",2018_HPIPH_20749_1,2018-04-19T18:00:00Z,Procurement of GI Pipes 2018-2019,limited,Rate Contract,goods,6,Procurement of GI Pipes 2018-2019,No,Procurement of GI Pipes 2018-2019,itemWise,No,1450000000,IPH Division Shimla 9,No,Yes,2018-05-21T15:00:00Z,2018-05-21T14:30:00Z,2018-04-21T18:00:00Z,120,365,HPIPH_2000,Executive Engineer,2018-05-21T14:30:00Z,2018-04-19T18:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.135,ocds-kjhdrl-2018_HPIPH_20605_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_20605_1,tender,2018-11-26T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Paddar,Irrigation and Public Health,HP",2018_HPIPH_20605_1,2018-04-07T17:00:00Z,Augmentation Improvement of WSS for Village Kahra of Uttersal Area in GP Kamand in Tehsil Sadar Distt Mandi HP SH CO Site Development CO Retaining Wall to protect Storage Tank at Point B CO RCC Sump Well of 13000 Lit Capacity at Point A CO Main S,limited,Tender,works,3,177-220 dt. 07.04.2018,No,Augmentation Improvement of WSS for Village Kahra of Uttersal Area in GP Kamand in Tehsil Sadar Distt Mandi HP SH CO Site Development CO Retaining Wall to protect Storage Tank at Point B CO RCC Sump Well of 13000 Lit Capacity at Point A CO Main S,itemRate,No,1438418,IPH DIVISION MANDI,No,No,2018-04-28T11:30:00Z,2018-04-27T17:00:00Z,2018-04-07T17:00:00Z,120,150,HPIPH_2000,EXECUTIVE ENGINEER,2018-04-27T17:00:00Z,2018-04-07T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.136,ocds-kjhdrl-2018_HPIPH_20912_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_20912_1,tender,2018-09-10T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -2,Irrigation and Public Health,HP",2018_HPIPH_20912_1,2018-04-27T14:00:00Z,Operation and maintenance of lift Water Supply Scheme Kanoun in Tehsil Banjar Distt Kullu H.P.,limited,Tender,works,4,1181-1280,No,SH. Operation and Maintenance of Phase.I Stage I and II Phase.II stage.I and II,itemRate,No,2780883,Shamshi,No,No,2018-05-23T14:30:00Z,2018-05-22T17:00:00Z,2018-04-27T14:00:00Z,120,1095,HPIPH_2000,EE IPH Division No.II Kullu at Bhunter,2018-05-22T17:00:00Z,2018-04-27T14:00:00Z,,,6.1,SDGTarget,"By 2030, achieve universal and equitable access to safe and affordable drinking water for all",
0.137,ocds-kjhdrl-2018_HPIPH_21639_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_21639_1,tender,2018-11-29T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP",2018_HPIPH_21639_1,2018-06-13T17:00:00Z,Providing lift water supply scheme to Schedule caste habitation to village Rajot Buhla in Tehsil Baijh District Kangra,limited,Tender,works,6,3858-3900,No,"Construction of over Head Storage Reservoir of 1,80,000 litres capacity 10 metre staging height",itemRate,No,1440000,"IPH Division, Palampur",No,No,2018-07-03T11:30:00Z,2018-07-03T11:00:00Z,2018-06-13T17:00:00Z,120,90,HPIPH_2000,"Executive Engineer,",2018-07-03T11:00:00Z,2018-06-13T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.138,ocds-kjhdrl-2018_HPIPH_21719_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_21719_1,tender,2018-11-24T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2018_HPIPH_21719_1,2018-06-16T17:00:00Z,replacemment of pumping machinery of LWSS Kamlah fort,limited,Tender,works,4,1490-1525 dated 14.06.2018,No,Supply and errection of pumping machinery with allied accessories,itemRate,No,582750,IPH Division Dharampur Bharari,No,No,2018-07-06T11:30:00Z,2018-07-06T11:00:00Z,2018-06-16T17:00:00Z,120,90,HPIPH_2000,Executive Engineer,2018-07-06T11:00:00Z,2018-06-16T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",INR
0.139,ocds-kjhdrl-2018_HPIPH_21930_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_21930_1,tender,2018-11-27T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Paddar,Irrigation and Public Health,HP",2018_HPIPH_21930_1,2018-06-25T18:25:00Z,Aug Imp Of FIS Lower Tramat Tanoo Tung Yora Prain Sainthal kuhl in Tehsil JNagar Distt Mandi HP SH CO Head weir Main Channel Laying of HDPE pipe Inlet Outlet Chamber Water drop structure Foot path xng Escape PhaseII,limited,Tender,works,10,6626-80,No,As per NIT,itemRate,No,1468890,IPH Division Padhar,No,No,2018-07-18T11:30:00Z,2018-07-17T17:00:00Z,2018-06-25T18:25:00Z,30,15,HPIPH_2000,Executive Engineer,2018-07-17T17:00:00Z,2018-06-25T18:25:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.140,ocds-kjhdrl-2018_HPIPH_22137_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_22137_1,tender,2019-02-11T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",2018_HPIPH_22137_1,2018-07-06T17:00:00Z,Augmentation of L.I.S. Sikroha in Tehsil Sadar District Bilaspur,limited,Tender,works,4,8354-8450 dated 6-7-2018,No,"(SH Laying, jointing and testing of HDPE pipe for distribution system C/o outlets Delivery tank and Pucca channel)",itemRate,No,2752331,IPH Division Bilaspur,No,No,2018-07-31T11:30:00Z,2018-07-31T11:00:00Z,2018-07-06T17:00:00Z,120,180,HPIPH_2000,Executive Engineer,2018-07-31T11:00:00Z,2018-07-06T17:00:00Z,2018-07-31T11:00:00Z,2018-07-06T17:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.141,ocds-kjhdrl-2018_HPIPH_22465_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_22465_1,tender,2019-05-25T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",2018_HPIPH_22465_1,2018-07-21T17:00:00Z,Check dam at Har Luthan Nammah near village Har Luthan,limited,Tender,works,3,Rain harvesting structure various panchayats,No,Check dam at Har Luthan Nammah near village Har Luthan,itemRate,No,1508987,IPH Division Dehra,No,No,2018-08-13T11:30:00Z,2018-08-13T11:00:00Z,2018-07-21T17:00:00Z,120,180,HPIPH_2000,EE,2018-08-13T11:00:00Z,2018-07-21T17:00:00Z,,,11.B,SDGTarget,"By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels",
0.142,ocds-kjhdrl-2018_HPIPH_22638_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_22638_1,tender,2018-11-19T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP",2018_HPIPH_22638_1,2018-07-31T18:00:00Z,Augmentation of Water Supply Scheme Shamlat Deh in Gram Panchayat Bandla in Tehsil Palampur Distt. Kangra,limited,Tender,works,2,EE/IPHDP/EA/Tender/6985-7030,No,"Construction of main storage tank at node No. 4 of 40,000 litres capacity, under ground storage tank node No. 19 of 20,000 litres capacity, under ground storage tank node No. 47 of 15,000 litres capacity and C/O 4 Nos break pressure tank",itemRate,No,553447,"IPH Division, Palampur",No,No,2018-08-20T11:30:00Z,2018-08-20T11:00:00Z,2018-07-31T18:00:00Z,120,90,HPIPH_2000,"Executive Engineer,",2018-08-20T11:00:00Z,2018-07-31T18:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.143,ocds-kjhdrl-2018_HPIPH_22984_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_22984_1,tender,2019-06-20T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Keylong,Irrigation and Public Health,HP",2018_HPIPH_22984_1,2018-08-18T10:00:00Z,Augmentation of WSS Shakoli Bardang in GP Shakoli Distt Lahaul Spiti HP SH C o Site development Co storage tank 10000 Lit capacity and laying jointing and testing of HDPE pipe in gravity main Phase II,limited,Tender,works,4,4625-4674 dt. 17.08.2018,No,Augmentation of WSS Shakoli Bardang in GP Shakoli Distt Lahaul Spiti HP SH C o Site development Co storage tank 10000 Lit capacity and laying jointing and testing of HDPE pipe in gravity main Phase II,itemRate,No,848100,EE IPH Keylong,No,No,2018-09-07T11:30:00Z,2018-09-06T17:00:00Z,2018-08-18T10:00:00Z,90,120,HPIPH_2000,EE IPH Keylong,2018-09-06T17:00:00Z,2018-08-18T10:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.144,ocds-kjhdrl-2018_HPIPH_23050_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_23050_1,tender,2018-09-20T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2018_HPIPH_23050_1,2018-08-24T17:00:00Z,"CAD Work for LIS Noun in Tehsil Palampur Distt. Kangra HP SH, Laying ,Jointing , Testing of HDPE pipe , C,O Outlets",limited,Tender,works,2,6428-41 dated 20.08.2018,No,"CAD Work for LIS Noun in Tehsil Palampur Distt. Kangra HP SH, Laying ,Jointing , Testing of HDPE pipe , C,O Outlets",itemRate,No,1820789,O/O The Executive Engineer IPH Division Thural,No,No,2018-09-15T11:30:00Z,2018-09-14T17:00:00Z,2018-08-24T17:00:00Z,120,180,HPIPH_2000,Executive Engineer IPH Division Thural,2018-09-14T17:00:00Z,2018-08-24T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.145,ocds-kjhdrl-2018_HPIPH_23544_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_23544_1,tender,2018-10-26T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",2018_HPIPH_23544_1,2018-09-13T17:00:00Z,LWSS Guler Bilaspur,limited,Tender,works,5,LWSS Guler Bilaspur,No,Const Percolation well,itemRate,No,2374005,EE IPh Division Dehra,No,No,2018-10-03T11:30:00Z,2018-10-03T11:00:00Z,2018-09-13T17:00:00Z,120,90,HPIPH_2000,EE,2018-10-03T11:00:00Z,2018-09-13T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.146,ocds-kjhdrl-2018_HPIPH_23787_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_23787_1,tender,2019-07-17T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP||Rampur,Irrigation and Public Health,HP",2018_HPIPH_23787_1,2018-09-26T09:00:00Z,Imp. of FIS in GP Duttnagar etc.,limited,Tender,works,3,IPH-RMP-T.A/18-6517-67 Dt. 19.09.2018.,No,Imp. of FIS in GP Duttnagar etc.,itemRate,No,12797802,IPH Division Rampur,No,No,2018-10-12T10:00:00Z,2018-10-11T17:00:00Z,2018-09-26T09:00:00Z,120,365,HPIPH_2000,EE Rampur,2018-10-11T17:00:00Z,2018-09-26T09:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",INR
0.147,ocds-kjhdrl-2018_HPIPH_24323_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_24323_1,tender,2019-01-05T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP",2018_HPIPH_24323_1,2018-10-26T13:20:00Z,Providing LWSS to PC habitation of census village Kadiwan and its surrounding area in GP Kadiwan Tehsil Rohru Distt Shimla HP,limited,Tender,works,3,IPH-RD-AB-Tender/18-6865-84,No,SH C o 1No Pump House cum attendant quarter Below 50 BHP for stage 2nd and C o 1No Intake chamber as per standard desing C o 1No Sedimentation tank of 8000 ltr cap C 1No Filter bed 38000 ltr cap 13 94 Sqmt C o 2Nos Sump Well 51000 ltr cap Each C o,itemRate,No,1348433,IPH Division Rohru,No,No,2018-11-16T11:30:00Z,2018-11-16T10:00:00Z,2018-10-26T13:20:00Z,120,180,HPIPH_2000,Executive Engineer,2018-11-16T10:00:00Z,2018-10-26T13:20:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.148,ocds-kjhdrl-2018_HPIPH_24776_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_24776_1,tender,2019-06-25T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Solan,Irrigation and Public Health,HP",2018_HPIPH_24776_1,2018-11-22T18:00:00Z,Annual Repair and Maintenance Of Drinking Water Supply to Solan Town from Giri River Sub Head operation and maintenance of Pumping Machinery of main pump house for six months,limited,Tender,works,6,IPHS-TA-NIT-18- 13403-13502 dated 21.11.18 (Job_2),No,Annual Repair and Maintenance Of Drinking Water Supply to Solan Town from Giri River Sub Head operation and maintenance of Pumping Machinery of main pump house for six months,itemRate,No,650226,IPH Division Solan,No,No,2018-12-05T11:30:00Z,2018-12-05T11:00:00Z,2018-11-22T18:00:00Z,120,180,HPIPH_2000,Executive Engineer,2018-12-05T11:00:00Z,2018-11-22T18:00:00Z,2018-12-05T09:00:00Z,2018-11-22T18:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.149,ocds-kjhdrl-2018_HPIPH_25168_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_25168_1,tender,2019-03-01T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Fatehpur-Irrigation and Public Health-HP",2018_HPIPH_25168_1,2018-12-07T17:00:00Z,Providing LWSS to Village Talara Kutlahar Balla and Sohar etc in Tehsil Fatehpur District Kangra HP Sub Head Construction of RCC over head storage tank of 125000 liters capacity with 15 meters staging height,limited,Tender,works,3,EE-IPH-FTR/EA-1/TENDER/2018- 6861-6910,No,Providing LWSS to Village Talara Kutlahar Balla and Sohar etc in Tehsil Fatehpur District Kangra HP Sub Head Construction of RCC over head storage tank of 125000 liters capacity with 15 meters staging height,lumpSum,No,1565789,Executive Engineer IPH Division Fatehpur,No,No,2018-12-20T11:30:00Z,2018-12-20T11:00:00Z,2018-12-07T17:00:00Z,90,120,HPIPH_2000,Executive Engineer,2018-12-20T11:00:00Z,2018-12-07T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.150,ocds-kjhdrl-2018_HPIPH_25227_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_25227_1,tender,2019-03-07T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2018_HPIPH_25227_1,2018-12-07T17:00:00Z,AR and MO Sewerage System to Kangra Town,limited,Tender,works,4,No. Shahpur/2018-10550-99 dated 07/12/2018,No,Operation and maintenance of complete sewer network Manhole flushing tank and STP 1.68MLD 1.46MLD and 0.63MLD sewer networks Zone I II and III for Two years.,lumpSum,No,9633676,IPH Division Shahpur,No,No,2018-12-22T11:30:00Z,2018-12-22T11:00:00Z,2018-12-07T17:00:00Z,120,730,HPIPH_2000,Executive Engineer,2018-12-22T11:00:00Z,2018-12-07T17:00:00Z,2018-12-22T11:00:00Z,2018-12-07T17:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.151,ocds-kjhdrl-2018_HPIPH_25414_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_25414_1,tender,2019-02-18T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Paddar,Irrigation and Public Health,HP",2018_HPIPH_25414_1,2018-12-18T17:00:00Z,CAD of FIS Bhariyara Kulh inTehsil JoginderNagar Distt Mandi HP,limited,Tender,works,5,20229-78 dt. 18.12.2018,No,SH CO Laying Jointing Testing and Carriage of HDPE Pipe CO Pucca field channel CO Inlet and Outlet Open Chamber CO Sluice valve Chamber CO Temporary Head Wire CO Main channel and CO Retaining Wall at different RDs,itemRate,No,2758828,IPH Division Padhar,No,No,2019-01-02T11:30:00Z,2019-01-01T17:00:00Z,2018-12-18T17:00:00Z,120,150,HPIPH_2000,Executive Engineer IPH Division Padhar,2019-01-01T17:00:00Z,2018-12-18T17:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
0.152,ocds-kjhdrl-2018_MC_19440_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_19440_4,tender,2018-06-23T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2018_MC_19440_4,2018-02-03T17:00:00Z,Construction of Parking near Police Station with improvement in grade of existing in ward No 32 Under AMRUT,limited,Tender,works,3,130dated10012018,No,Construction of Parking near Police Station with improvement in grade of existing in ward No 32 Under AMRUT,itemRate,No,1920000,MC Shimla,No,No,2018-02-17T11:00:00Z,2018-02-17T10:30:00Z,2018-02-03T17:00:00Z,120,120,MC_2000,Executive Engineer,2018-02-17T10:30:00Z,2018-02-03T17:00:00Z,,,,,,
0.153,ocds-kjhdrl-2018_MC_22130_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_22130_1,tender,2018-11-19T00:00:00Z,MC_2000,Municipal Corporation Shimla,2018_MC_22130_1,2018-07-06T13:00:00Z,Provision of new sewerage line including STP Improvement in various wards of Shimla SH Supply errection and commissioning of centrifuge machine for drying liquid sludge for STP Summer Hill 3 93 MLD capacity,limited,Tender,works,2,2018-05-07T00:00:00+00:00,No,Provision of new sewerage line including STP Improvement in various wards of Shimla SH Supply errection and commissioning of centrifuge machine for drying liquid sludge for STP Summer Hill 3 93 MLD capacity,Fixed-rate,No,2274484,Executive Engineer Sewerage Division MC Shimla,No,No,2018-07-20T11:30:00Z,2018-07-20T11:00:00Z,2018-07-06T13:00:00Z,120,90,MC_2000,Executive Engineer,2018-07-20T11:00:00Z,2018-07-06T13:00:00Z,2018-07-20T11:00:00Z,2018-07-06T13:00:00Z,,,,
0.154,ocds-kjhdrl-2018_MC_22409_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_22409_1,tender,2018-09-13T00:00:00Z,MC_2000,Municipal Corporation Shimla,2018_MC_22409_1,2018-07-19T17:00:00Z,Provision of new sewerage line including STP improvement in various wards of Shimla SH Providing and Laying sewerage D I pipe line for Area Village Badash Moti Bag and Bukhani with existing Sewerage Line of STP North Disposal Zone,limited,Tender,works,6,4457-67 dated 18-07-2018,No,Provision of new sewerage line including STP improvement in various wards of Shimla SH Providing and Laying sewerage D I pipe line for Area Village Badash Moti Bag and Bukhani with existing Sewerage Line of STP North Disposal Zone,itemRate,No,7692952,Executive Engineer Sewerage Division MC Shimla 4,No,No,2018-08-04T11:30:00Z,2018-08-04T11:00:00Z,2018-07-19T17:00:00Z,120,90,MC_2000,Executive Engineer,2018-08-04T11:00:00Z,2018-07-19T17:00:00Z,2018-08-04T11:00:00Z,2018-07-19T17:00:00Z,,,,
